id,duration,ip,ex1t,ex2t,A1,A2,A3,A4_1,A4_2,A4_3,A4_4,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A6,A7,A8,A9,A10,A11,A12_1,A12_2,A12_3,A12_4,B1,B1a,B2,B3,B4,B5,B6,B7_1,B7_2,B7_3,B7_4,B7_5,B7_6,B8_1,B8_2,B8_3,B9,B11_1,B11_2,B11_3,B11_4,B12_1,B12_2,B12_3,B12_4,B12_5,B12_6,B13,B14_1,B14_2,B14_3,B14_4,B14_5,B14_6,B15_1,B15_2,B15_3,B15_4,B16,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
27726,820,Jiangsu,0,0,9,4,3,0,1,0,0,0,0,0,0,0,0,1,1,3,2,2,3,4,5,4,3,4,0,0,3,0,0,4,1,1,1,1,1,1,1,3,7,5,2,4,4,5,4,1,1,1,1,1,1,3,0,1,2,1,2,1,4,5,4,5,10,1,4,Jiangsu,1,2,4,4,4,2,4
27727,737,Guangdong,0,1,8,4,3,1,0,0,0,1,0,0,0,0,0,0,2,3,2,3,4,4,4,5,3,4,0,0,1,1,0,4,2,1,1,1,0,0,1,3,7,9,2,2,3,4,4,1,0,0,0,1,0,2,0,0,1,2,0,1,4,4,5,4,8,0,1,Guangdong,0,1,5,4,7,4,4
27728,719,Anhui,1,1,5,2,0,0,0,0,1,0,0,0,1,0,0,0,3,3,2,2,3,4,4,5,3,4,0,0,3,1,1,4,3,1,1,1,1,1,1,2,5,7,4,4,4,5,3,1,0,0,1,1,0,2,1,0,1,2,1,2,5,4,5,5,7,1,1,Anhui,0,1,5,2,6,1,4
27729,1032,Gansu,0,1,9,4,3,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,4,4,3,4,0,0,3,1,0,4,3,1,1,1,1,1,1,6,8,9,4,4,2,5,4,1,1,1,1,1,0,1,2,2,3,2,2,2,4,4,4,4,9,0,1,Gansu,0,1,5,11,2,4,4
27730,846,Henan,1,1,9,4,3,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,4,4,5,2,4,0,0,3,0,0,4,2,1,1,1,1,1,1,2,3,7,5,4,5,4,5,1,0,0,1,1,0,3,0,0,1,2,1,1,5,4,5,4,9,1,2,Fujian,0,2,5,1,6,1,1
27731,773,Zhejiang,0,1,7,3,3,1,0,0,0,0,0,0,0,0,0,1,3,3,2,2,4,4,5,4,3,4,0,0,3,1,1,3,2,1,1,1,1,1,1,3,8,10,4,4,4,5,5,1,1,1,1,1,0,3,1,0,1,3,2,2,5,4,4,5,6,0,1,Zhejiang,1,1,4,2,4,4,4
27732,566,Shanghai,0,0,3,3,2,1,0,0,0,0,0,0,0,0,0,1,4,4,3,2,4,4,4,4,3,4,0,0,0,0,0,4,3,1,1,1,1,1,1,5,7,8,4,4,4,5,4,1,0,0,0,1,0,2,1,0,1,2,3,2,4,4,5,3,6,0,3,Shanghai,1,2,5,4,7,1,2
27733,270,Guangdong,0,0,9,2,1,0,0,0,1,0,0,0,0,0,1,0,3,2,2,3,2,3,3,4,3,3,0,0,3,1,1,4,4,1,0,1,1,1,1,5,7,8,4,4,4,5,4,1,1,1,1,1,0,2,2,2,1,2,1,1,5,5,4,5,8,0,2,Guangdong,0,1,5,4,4,4,3
27734,496,Henan,1,0,9,4,3,1,1,0,0,0,0,0,1,0,0,0,3,2,3,3,3,4,5,5,4,3,0,0,3,1,0,4,2,1,1,0,0,0,1,4,6,3,4,4,4,5,4,1,0,1,0,1,0,2,1,0,1,3,0,2,5,4,5,5,7,0,3,Jiangsu,1,2,6,1,6,2,4
27735,897,Shandong,0,1,6,3,2,1,0,0,0,0,0,0,0,0,0,1,3,3,3,2,4,4,4,5,1,3,0,0,3,1,0,4,3,1,0,0,1,0,1,8,9,5,3,4,3,5,4,0,1,0,1,1,0,3,1,0,2,3,2,2,4,4,4,5,9,1,2,Shandong,1,2,5,4,6,1,2
27736,533,Heilongjiang,0,1,9,3,2,1,0,0,0,0,0,0,0,0,0,1,1,2,2,4,3,4,4,4,3,4,0,0,3,1,1,4,2,1,1,1,1,1,1,6,7,9,5,4,4,5,4,1,1,1,1,1,0,3,1,1,2,1,1,0,5,4,5,5,7,0,3,Heilongjiang,1,2,6,5,6,1,1
27737,732,Shaanxi,0,0,8,3,1,0,0,0,1,0,0,0,0,0,0,1,2,2,3,3,2,3,4,4,2,3,0,0,0,0,0,4,4,1,0,0,1,1,1,3,5,8,4,4,4,5,3,1,1,0,0,0,0,3,0,0,1,1,1,1,4,4,3,3,8,1,2,Shaanxi,1,1,5,4,6,1,3
27738,1306,Jiangxi,0,0,8,4,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,4,4,4,3,4,0,0,2,1,1,4,1,1,0,0,1,0,1,2,3,2,2,4,4,5,4,1,0,0,1,1,0,4,0,0,1,2,1,1,4,5,4,5,10,1,3,Jiangxi,0,2,5,4,6,2,3
27739,396,Guangdong,1,1,8,4,4,1,1,0,0,0,0,0,0,0,0,1,3,3,2,1,4,4,4,5,2,3,0,0,2,1,0,4,3,0,1,0,1,1,1,6,7,9,5,4,5,4,5,1,0,0,1,1,0,1,2,0,3,2,1,1,4,5,4,4,10,0,2,Guangdong,0,2,4,4,6,1,3
27740,497,Xinjiang,1,1,8,1,4,0,0,0,1,0,0,0,0,0,0,1,2,3,3,2,2,4,4,4,3,3,0,0,3,1,1,2,2,1,1,0,0,1,1,8,7,5,4,4,2,5,3,1,0,0,1,1,0,2,2,1,2,3,1,2,4,4,3,3,7,1,1,Xinjiang,1,1,5,11,3,4,3
27741,327,Sichuan,0,1,9,4,3,1,0,0,0,0,0,0,0,0,0,1,1,2,3,1,2,4,4,4,2,4,0,0,3,0,0,4,3,1,1,1,1,1,1,1,4,5,5,5,5,3,4,1,1,1,1,1,0,3,1,0,2,3,0,1,5,5,4,5,10,0,2,Sichuan,0,2,3,2,4,1,4
27742,690,Zhejiang,1,1,9,3,2,1,0,0,0,0,0,1,1,0,0,0,2,4,3,2,4,4,5,5,4,4,1,3,3,1,0,4,2,1,0,1,1,1,1,2,4,7,4,5,4,4,5,1,0,0,0,1,0,2,1,1,2,2,0,1,4,5,5,4,8,0,3,Zhejiang,0,2,5,5,6,2,2
27743,559,Guizhou,0,0,8,4,4,1,0,0,0,0,0,0,1,0,1,0,3,3,3,2,4,4,4,5,2,4,0,0,3,1,0,4,2,1,0,1,1,1,1,7,9,10,5,4,5,4,5,1,1,1,1,1,0,2,0,0,1,2,1,2,5,5,4,5,9,1,2,Guizhou,0,2,5,3,5,2,3
27744,675,Yunnan,1,0,9,4,2,1,0,0,0,0,0,0,0,0,0,1,3,3,2,2,4,4,4,4,3,4,0,0,3,0,0,4,3,1,1,1,1,1,1,5,6,9,4,4,4,4,5,1,0,0,1,1,0,2,1,1,2,1,0,0,5,4,5,5,8,0,2,Yunnan,1,2,5,4,7,1,2
27745,302,Hebei,0,0,7,3,4,0,0,0,1,0,0,0,0,0,1,0,3,3,2,2,3,3,4,4,4,4,0,0,3,0,0,4,3,1,0,1,1,1,1,5,6,8,4,4,4,4,2,1,0,0,1,1,0,2,1,0,2,2,1,2,4,4,4,3,4,0,1,Hebei,0,1,3,4,7,4,4
27746,723,Guangxi,0,0,9,4,4,1,1,0,0,0,0,0,0,0,1,0,2,2,2,3,3,4,5,5,2,4,0,0,3,0,0,4,2,1,1,1,1,1,1,3,6,9,4,4,4,5,4,1,0,0,1,1,0,2,0,1,1,2,0,1,4,4,4,5,8,0,2,Guangxi,1,2,5,4,6,1,2
27747,670,Jiangsu,1,1,8,4,4,1,1,0,0,0,0,0,0,0,0,1,2,1,2,3,4,4,5,5,4,4,0,0,3,0,0,4,3,1,1,1,1,1,1,3,5,8,4,4,4,5,5,1,0,0,0,1,0,4,1,0,2,1,0,0,5,5,4,4,10,0,3,Jiangsu,1,2,6,4,6,1,1
27748,452,Shandong,0,0,7,4,3,0,1,0,0,0,0,0,1,0,0,0,3,4,3,3,4,4,4,4,2,3,0,0,3,0,0,4,2,1,0,0,0,0,0,5,9,7,2,2,1,5,3,1,1,1,0,1,0,2,1,0,2,3,3,2,4,3,4,1,9,1,1,Shandong,1,1,5,3,3,1,2
27749,647,Jiangsu,1,0,8,4,3,1,0,0,0,0,0,0,0,0,0,1,2,1,1,3,3,4,5,4,4,5,0,0,3,0,0,4,3,1,1,0,1,1,1,2,4,8,5,4,5,4,5,1,0,0,0,1,0,4,1,0,2,2,0,0,5,4,5,4,10,0,2,Jiangsu,1,2,6,4,7,1,1
27750,936,Zhejiang,1,1,9,4,3,1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,3,4,4,5,2,5,0,0,3,1,0,4,3,1,1,1,1,1,1,3,5,2,4,5,4,5,4,1,0,0,0,1,0,4,1,0,1,2,1,0,4,5,4,5,7,0,2,Zhejiang,1,2,5,1,6,2,4
27751,677,Jiangsu,0,0,9,3,2,1,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,4,4,5,4,5,0,0,3,0,0,4,4,1,1,1,1,1,1,2,3,7,4,5,4,4,5,1,0,0,0,1,0,5,0,0,1,3,0,0,4,5,5,4,10,0,3,Jiangsu,1,2,5,4,6,1,1
27752,1046,Jiangsu,0,0,6,4,2,0,0,0,1,0,0,1,1,0,0,0,3,2,3,3,3,4,4,4,3,4,0,0,3,1,0,4,1,1,1,1,1,1,1,2,5,4,4,4,3,5,4,1,0,0,0,1,0,2,1,0,1,2,1,2,4,3,4,5,7,0,2,Jiangsu,1,1,6,2,7,2,3
27753,744,Shanxi,1,1,3,4,2,0,1,0,0,0,0,0,1,0,0,0,3,3,4,3,4,4,4,5,1,4,0,0,2,0,0,4,2,1,1,1,1,1,1,4,5,7,4,5,5,5,4,1,0,0,0,1,0,2,0,0,1,2,1,1,5,5,4,4,8,1,2,Shanxi,1,1,5,4,6,1,3
27754,593,Beijing,1,0,7,3,3,1,1,0,0,0,0,0,1,0,0,0,3,3,2,2,4,4,4,4,5,2,0,0,2,1,0,4,1,1,1,0,0,0,1,4,5,3,2,1,2,4,1,1,1,0,0,0,0,1,2,1,3,3,2,3,4,2,2,3,7,1,3,Beijing,1,2,5,4,4,1,4
27755,892,Beijing,0,0,8,4,3,1,0,0,0,0,0,0,1,0,0,0,3,4,3,2,2,4,5,4,3,4,0,0,3,1,0,4,2,1,1,0,0,1,1,5,7,8,4,4,4,5,3,1,1,0,1,1,0,2,2,1,0,3,1,2,4,4,5,4,8,1,3,Beijing,1,2,5,1,7,1,3
27756,331,Guangxi,1,0,9,3,3,0,1,0,0,0,0,0,0,0,0,1,4,3,3,2,3,4,4,4,3,4,0,0,3,1,1,3,3,1,1,0,0,0,1,2,5,8,5,4,4,5,4,1,0,0,0,1,0,2,2,1,3,2,0,1,4,5,4,5,7,1,2,Guangdong,1,1,3,7,5,4,1
27757,612,Yunnan,0,0,9,4,2,1,0,0,0,0,0,0,0,0,0,1,3,3,2,2,4,4,4,4,3,4,0,0,3,0,0,4,3,1,1,1,1,1,1,5,6,8,4,4,4,4,5,1,0,0,1,1,0,2,1,1,2,1,0,0,5,4,5,5,8,1,2,Yunnan,1,2,5,4,7,1,2
27758,466,Hainan,1,1,8,4,2,1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,4,5,4,2,4,0,0,3,0,0,4,2,1,1,1,1,1,1,6,8,9,4,4,3,5,4,1,1,1,0,0,0,2,0,0,2,2,0,2,5,5,4,3,8,0,2,Hainan,1,2,6,4,6,1,2
27759,324,Zhejiang,0,0,8,4,4,1,1,0,0,0,0,0,1,0,0,0,3,3,2,2,2,4,4,4,3,4,0,0,2,0,0,4,2,1,1,0,0,0,1,6,7,3,4,5,4,4,4,1,0,0,0,0,0,2,0,0,1,1,0,0,4,5,4,4,7,0,2,Zhejiang,1,2,5,5,7,2,4
27760,427,Guangdong,0,0,9,4,4,1,1,0,0,0,1,0,1,0,1,0,3,3,4,2,4,4,4,5,4,3,0,0,3,1,1,4,2,1,1,0,0,0,1,6,9,5,4,4,5,4,2,1,0,0,0,1,0,1,1,0,3,2,1,2,4,5,4,3,6,0,2,Guangdong,0,1,4,4,5,1,1
27761,1305,Hebei,0,0,9,4,3,1,1,0,0,0,0,0,1,0,0,0,3,3,2,2,4,4,4,5,3,4,0,0,3,1,0,4,4,1,1,1,1,1,1,8,6,6,4,4,5,4,5,1,1,1,1,1,0,3,3,2,1,2,1,1,4,5,4,4,8,0,2,Hebei,1,2,5,4,6,1,3
27762,297,Hubei,0,1,4,1,3,0,0,0,1,0,0,0,0,0,0,1,2,2,2,3,3,4,3,3,3,4,0,0,3,0,0,4,1,0,1,0,1,0,1,3,2,3,2,3,2,5,4,0,1,1,0,1,0,2,1,0,0,2,1,1,3,4,3,1,6,0,1,Hubei,0,1,5,11,7,4,4
27763,685,Guangdong,1,0,8,4,4,1,1,0,0,0,0,1,1,0,0,0,2,1,2,3,4,4,4,5,4,4,0,0,3,0,0,4,1,1,0,0,0,1,1,1,2,1,2,2,1,5,4,1,0,0,0,1,0,3,1,0,1,2,1,1,5,4,4,5,9,1,3,Guangdong,1,2,5,4,7,6,1
27764,502,Guangxi,1,1,9,2,0,0,0,0,1,0,0,1,1,0,0,0,3,3,3,2,4,4,5,4,2,4,0,0,3,1,0,4,3,1,1,1,1,1,1,8,6,7,4,4,5,5,4,1,1,0,0,1,0,2,0,0,1,2,1,2,4,5,4,5,9,1,2,Guangxi,0,1,5,3,5,2,4
27765,1019,Hebei,1,0,9,4,4,1,1,0,0,0,0,1,1,0,1,0,2,3,3,2,4,4,4,5,2,4,0,0,3,1,0,4,1,1,1,1,1,1,1,4,6,5,4,4,5,5,4,1,0,0,1,1,0,2,1,0,2,3,1,0,4,5,5,4,8,1,3,Hebei,1,2,5,4,6,1,4
27766,475,Shanghai,1,1,6,2,2,0,0,0,1,0,0,0,0,0,0,1,3,3,2,2,3,4,4,4,2,4,0,0,2,0,0,4,4,1,1,0,1,1,1,5,7,8,4,3,2,4,3,1,1,1,0,1,0,1,3,0,1,2,2,3,2,3,2,2,7,0,2,Shanghai,0,2,5,5,7,4,4
27767,305,Xinjiang,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,1,2,3,3,2,3,4,4,3,2,3,0,0,3,1,0,4,2,1,1,1,1,1,1,6,6,1,2,3,2,4,3,1,1,1,0,1,0,1,2,1,1,3,2,3,2,3,2,2,5,0,1,Xinjiang,0,1,5,2,4,2,4
27768,456,Tianjin,1,0,9,3,2,1,0,0,0,0,0,0,0,0,1,0,3,3,4,2,3,4,4,5,4,4,0,0,3,1,0,4,3,1,1,1,1,1,1,1,5,4,3,4,2,5,3,1,1,1,1,1,0,2,1,2,1,3,2,1,4,4,5,4,9,0,2,Tianjin,1,2,7,11,7,2,3
27769,1174,Guangdong,0,1,9,4,4,1,1,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,4,4,3,4,0,0,3,1,0,1,2,1,1,1,1,1,1,5,6,7,4,4,5,4,5,1,1,0,0,1,0,4,1,0,1,2,0,0,5,4,4,5,9,1,2,Guangdong,1,2,7,1,7,2,3
27770,385,Guangdong,1,0,9,2,0,0,0,0,1,0,0,1,0,0,0,0,3,2,3,2,2,4,4,5,2,4,0,0,3,0,0,4,2,1,1,1,1,1,1,8,10,5,4,4,3,4,4,1,1,0,1,1,0,1,2,0,2,2,2,1,5,4,4,3,9,0,1,Guangdong,0,1,5,5,7,4,4
27771,1634,Guangdong,0,0,8,4,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,4,3,4,5,5,2,2,0,0,3,1,0,4,1,1,0,1,1,0,1,7,9,9,4,5,3,4,4,1,0,0,1,1,0,4,0,0,0,0,0,0,4,5,4,5,10,1,3,Jiangxi,1,2,4,4,7,1,2
27772,1082,Shandong,0,0,5,4,4,1,1,0,0,1,0,0,1,0,0,0,3,4,3,2,4,4,2,4,2,4,0,0,2,0,0,2,2,1,1,0,0,0,1,10,10,2,2,2,1,5,2,0,1,0,0,1,0,1,2,1,0,2,3,2,4,2,4,2,7,1,5,Shandong,1,2,5,1,6,2,1
27773,987,Zhejiang,1,1,9,4,4,1,1,0,0,1,0,0,0,0,1,0,3,3,2,3,4,4,4,5,2,4,0,0,3,1,0,4,4,1,1,1,1,1,1,8,5,10,5,5,5,4,5,1,0,0,0,1,0,3,1,2,0,2,0,1,5,4,5,5,6,1,2,Zhejiang,0,2,5,4,6,1,4
27774,390,Shandong,1,0,8,4,3,1,0,0,0,0,0,0,0,0,0,1,2,3,2,2,4,4,4,5,2,4,0,0,3,1,0,4,3,1,0,1,0,1,1,3,5,9,5,4,4,5,5,1,0,0,1,1,0,4,1,0,0,2,1,1,5,5,4,5,8,0,2,Shaanxi,0,2,5,2,5,1,3
27775,903,Chongqing,0,1,8,4,4,1,1,0,0,0,0,0,1,0,0,0,2,3,4,2,4,4,4,5,2,4,0,0,3,1,1,4,2,1,1,1,1,1,1,5,7,10,4,4,5,4,5,1,0,0,0,1,0,2,1,0,2,2,1,0,4,5,4,5,9,1,3,Fujian,1,2,5,5,6,1,2
27776,892,Jilin,0,0,7,4,3,0,0,0,1,0,0,0,0,0,0,1,3,1,4,2,2,4,4,5,4,4,0,0,3,1,1,4,2,1,1,1,1,1,1,8,4,3,4,4,5,5,4,1,0,0,0,1,0,2,2,3,3,2,0,3,4,5,5,4,7,1,1,Zhejiang,1,1,5,11,3,4,3
27777,296,Guangdong,0,0,8,1,3,0,0,0,1,0,0,0,0,0,0,1,3,2,3,3,4,4,4,4,2,4,0,0,3,1,0,4,5,1,1,0,0,1,1,3,8,10,4,4,4,5,4,0,0,1,1,1,0,4,0,0,0,1,1,2,5,4,5,4,9,0,1,Guangdong,0,1,5,11,5,4,3
27778,736,Guangdong,0,0,8,1,2,0,0,0,1,1,0,0,1,0,0,0,3,3,2,2,4,4,4,3,2,3,0,0,2,1,0,4,3,1,1,1,1,1,1,5,3,8,4,3,2,5,4,1,1,0,0,0,0,3,1,0,0,2,2,2,4,4,4,3,6,0,1,Guangdong,0,1,5,11,6,4,3
27779,972,Henan,1,1,6,1,4,0,0,0,1,0,0,0,1,0,0,0,3,2,3,3,4,4,4,5,2,4,0,0,3,1,0,4,1,1,1,1,1,1,1,3,1,1,4,5,4,5,4,1,1,1,1,1,0,2,1,0,2,2,2,1,5,5,4,5,9,0,1,Henan,0,1,5,11,3,4,4
27780,459,Jiangsu,1,1,9,3,2,0,0,1,0,0,0,0,1,0,0,0,3,4,3,2,3,4,5,3,2,4,0,0,3,0,0,4,1,1,1,1,0,1,1,2,4,4,4,4,3,5,4,1,1,1,1,1,0,1,1,0,3,1,2,2,4,5,3,4,6,1,2,Jiangsu,0,1,6,11,3,1,4
27781,693,Henan,0,0,8,4,4,1,1,0,0,0,0,1,1,0,0,0,4,4,4,1,4,4,5,5,2,3,0,0,3,1,0,2,2,1,1,0,0,1,1,1,7,3,5,5,5,5,5,1,0,0,0,1,0,3,0,0,2,2,0,0,5,4,4,5,8,1,3,Henan,1,2,7,2,6,2,3
27782,427,Hubei,1,1,3,2,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,3,3,4,4,4,3,2,0,0,2,1,0,4,1,1,1,0,0,0,1,2,1,1,2,3,2,5,3,0,1,1,1,1,0,1,1,0,2,3,2,3,4,2,2,4,7,0,2,Hubei,0,1,6,3,6,2,3
27783,1079,Guangdong,0,1,9,4,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,4,3,2,4,0,0,3,1,1,1,4,1,0,1,1,1,0,6,5,7,4,4,5,4,5,1,0,0,1,1,0,4,0,0,0,1,0,0,4,5,4,4,9,0,2,Guangdong,1,2,5,1,6,1,3
27784,516,Fujian,1,1,8,3,1,0,0,0,1,0,0,0,0,0,0,1,3,3,3,2,4,3,4,5,3,3,0,0,3,1,0,4,5,1,0,0,1,1,1,5,7,8,4,4,3,4,3,1,0,1,0,1,0,2,2,0,2,3,1,1,4,4,4,3,8,0,1,Beijing,0,1,5,2,6,1,3
27785,674,Henan,0,1,8,4,2,1,0,0,0,0,0,0,0,0,0,1,2,1,2,4,4,4,4,5,2,4,0,0,3,1,1,4,4,1,1,1,1,1,1,2,4,6,2,4,5,4,4,1,0,0,1,1,0,4,1,0,0,1,1,2,4,5,5,4,9,0,2,Hubei,1,2,5,1,6,1,2
27786,398,Jiangsu,0,1,8,3,1,0,0,0,1,0,0,0,0,0,0,1,3,3,4,1,3,4,4,3,3,4,0,0,2,0,0,4,3,1,1,0,0,0,1,3,7,4,4,3,2,5,4,1,1,1,0,1,0,4,0,0,0,1,1,2,5,4,4,3,8,0,1,Jiangsu,0,1,5,4,6,4,3
27787,595,Shanxi,1,0,9,4,2,0,1,0,0,0,1,0,1,0,1,0,3,3,2,3,4,4,5,5,3,4,0,0,3,1,0,4,1,1,0,1,1,0,1,3,6,8,5,4,4,5,5,1,0,0,0,1,0,3,1,0,3,2,1,1,5,5,4,5,10,0,2,Shanxi,1,1,5,4,6,1,2
27788,1008,Hubei,0,0,9,3,2,1,0,0,0,0,0,1,1,0,0,0,3,2,4,2,4,4,2,4,2,4,0,0,3,1,0,4,2,1,0,1,1,1,1,3,5,1,4,4,4,5,4,1,0,0,0,1,0,2,2,0,2,3,0,1,5,4,4,5,8,0,1,Hubei,1,2,5,4,3,1,1
27789,628,Sichuan,1,0,3,4,1,1,0,0,0,0,0,0,0,0,0,1,3,3,4,2,3,4,4,2,4,2,0,0,2,0,0,4,1,0,1,0,0,0,0,7,3,2,1,2,1,4,2,0,1,1,0,0,0,1,1,1,3,3,3,3,2,2,1,2,4,1,2,Sichuan,0,2,5,4,6,1,3
27790,753,Shanghai,0,0,8,3,2,1,0,0,0,1,0,0,0,0,0,0,3,4,3,2,4,4,4,4,2,3,0,0,3,1,0,4,1,1,1,1,0,1,1,4,8,6,4,4,4,5,4,1,0,1,0,1,0,2,1,1,1,1,2,1,4,4,4,2,8,0,1,Shanghai,0,1,6,1,5,2,2
27791,744,Shandong,1,1,9,4,3,0,0,0,1,0,0,0,1,0,0,0,3,3,4,2,3,4,4,5,2,4,0,0,3,0,0,4,6,1,1,0,0,1,1,1,5,9,4,4,4,5,4,1,0,0,1,1,0,2,1,1,0,2,1,1,4,5,5,4,9,0,5,Shandong,1,2,6,1,6,1,1
27792,366,Fujian,1,1,6,1,3,0,0,0,1,0,0,1,1,0,0,0,3,4,3,3,3,4,4,5,3,3,0,0,3,0,0,4,3,1,1,1,1,1,1,3,8,6,4,4,5,5,4,1,0,0,0,1,0,3,1,0,1,0,1,1,5,5,4,4,9,0,1,Fujian,1,1,4,11,5,4,4
27793,997,Shanghai,1,0,9,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,2,3,4,4,5,5,3,4,1,2,2,1,0,4,2,1,1,1,1,1,1,8,7,7,4,4,5,5,4,1,0,0,0,1,0,4,1,0,0,1,0,1,5,4,4,5,8,1,3,Shanghai,1,2,5,1,6,1,4
27794,1212,Liaoning,0,1,9,3,3,1,0,0,0,0,0,0,0,0,0,1,1,2,3,2,4,4,4,5,2,4,0,0,2,0,0,4,2,1,1,0,0,0,1,5,8,9,4,4,5,5,4,1,0,0,1,1,0,3,2,0,0,2,0,1,5,5,4,4,8,0,2,Liaoning,1,2,5,1,5,2,2
27795,1051,Jiangsu,1,0,8,3,2,0,0,1,0,0,0,1,0,1,0,0,2,2,2,2,3,4,4,5,3,4,0,0,3,1,1,3,3,1,1,1,1,1,1,8,7,9,4,4,5,4,5,1,0,0,1,1,0,4,1,0,1,0,0,0,4,5,5,4,8,1,2,Hebei,1,1,5,1,6,4,3
27796,491,Hubei,0,0,7,3,3,0,0,0,1,1,0,0,1,0,0,0,3,3,2,2,2,4,4,4,2,3,0,0,3,1,0,4,2,1,1,0,0,0,1,8,7,4,3,3,2,4,3,1,1,1,1,1,0,1,2,2,3,3,2,3,4,3,2,3,8,0,2,Hubei,0,1,5,4,5,1,4
27797,878,Guangdong,0,0,10,3,4,1,1,0,0,1,0,0,1,1,0,0,3,2,4,2,4,4,4,5,1,3,0,0,2,0,0,4,5,1,0,1,1,1,1,6,8,5,4,5,5,4,4,1,0,0,1,1,0,2,0,1,2,3,2,0,5,5,4,3,8,0,2,Guangdong,0,2,5,5,6,1,2
27798,469,Shandong,1,0,3,1,4,0,0,0,1,0,0,0,1,0,0,0,3,3,4,1,3,4,5,4,4,5,0,0,3,1,0,4,2,1,1,1,1,1,1,4,5,8,4,3,4,5,2,1,1,1,1,1,0,2,0,1,0,2,0,1,5,5,5,5,8,0,1,Shandong,0,1,5,11,5,3,4
27799,926,Guangdong,1,1,6,4,2,0,0,0,1,0,0,0,0,0,0,1,2,3,3,3,2,4,5,4,3,4,0,0,2,1,0,2,3,1,1,0,0,1,1,5,7,4,4,4,4,5,3,1,1,0,1,1,0,2,1,1,2,3,0,1,4,4,4,5,8,0,1,Guangdong,0,1,4,7,2,4,3
27800,812,Henan,1,1,8,3,1,0,0,0,1,0,0,0,0,0,0,1,2,4,3,3,4,4,4,4,4,3,0,0,2,0,0,4,1,1,1,0,1,0,1,10,9,1,2,1,1,5,1,0,1,1,1,0,0,1,2,1,2,3,2,3,1,1,1,2,9,0,4,Henan,1,2,6,7,6,2,4
27801,772,Liaoning,0,1,8,4,2,1,0,0,0,0,0,0,1,0,0,0,3,3,2,2,4,4,4,5,3,4,0,0,3,1,0,4,3,1,1,1,1,1,1,7,8,9,4,4,4,5,4,1,0,1,0,1,0,2,1,0,0,1,0,1,4,5,4,5,9,1,3,Liaoning,1,2,4,1,7,1,4
27802,862,Guangdong,1,0,9,2,3,1,0,0,0,0,0,0,0,0,1,0,3,3,4,2,3,4,5,5,4,4,0,0,3,0,0,4,4,1,1,1,1,1,1,7,5,1,4,4,4,5,5,1,1,1,1,1,0,2,0,1,2,3,0,2,5,5,4,5,8,1,2,Guangdong,0,2,5,4,6,1,3
27803,489,Sichuan,0,1,8,4,2,1,0,0,0,0,0,0,1,0,0,0,2,2,3,2,2,4,4,4,3,4,0,0,2,0,1,4,1,1,1,1,1,1,1,2,3,3,5,5,3,4,3,1,1,1,1,1,0,2,0,0,2,0,0,0,4,5,4,5,6,0,2,Sichuan,1,2,4,4,3,2,4
27804,958,Chongqing,1,0,3,4,4,1,1,0,0,1,0,0,1,0,1,0,4,3,4,2,4,4,4,5,2,4,0,0,3,1,1,4,6,1,1,0,0,0,1,9,10,8,5,5,4,5,4,1,0,0,1,1,0,1,2,1,3,2,3,2,5,4,5,4,6,1,3,Sichuan,1,2,5,4,6,1,1
27805,832,Henan,1,0,6,3,2,1,0,0,0,0,0,0,0,1,0,0,3,3,4,3,3,4,4,5,3,3,0,0,3,0,0,4,2,0,0,0,0,1,1,7,6,3,4,2,3,4,2,1,1,0,0,0,0,1,1,1,3,2,2,3,2,4,4,5,8,0,2,Henan,1,2,5,4,5,1,2
27806,935,Zhejiang,1,0,5,4,3,0,0,0,1,1,0,0,1,0,0,0,4,3,4,3,4,4,4,5,3,4,0,0,0,0,0,4,6,1,1,1,1,1,1,5,8,10,4,4,5,4,5,1,0,1,1,1,0,1,2,1,3,2,3,2,4,5,4,5,6,0,1,Zhejiang,1,2,5,4,6,1,4
27807,832,Guangdong,0,1,8,4,3,1,0,0,0,0,0,0,0,0,1,0,3,3,4,2,3,4,4,4,1,3,0,0,3,0,0,4,2,1,1,0,0,0,1,3,4,7,2,4,3,5,4,1,0,1,1,0,0,2,2,1,3,3,1,3,4,4,3,2,7,0,2,Guangdong,0,2,5,4,6,1,2
