id,duration,ip,ex1t,ex2t,A1,A2,A3,A4_1,A4_2,A4_3,A4_4,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A6,A7,A8,A9,A10,A11,A12_1,A12_2,A12_3,A12_4,B1,B1a,B2,B3,B4,B5,B6,B7_1,B7_2,B7_3,B7_4,B7_5,B7_6,B8_1,B8_2,B8_3,B9,B11_1,B11_2,B11_3,B11_4,B12_1,B12_2,B12_3,B12_4,B12_5,B12_6,B13,B14_1,B14_2,B14_3,B14_4,B14_5,B14_6,B15_1,B15_2,B15_3,B15_4,B16,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
27808,900,Guangdong,0,1,8,3,2,0,0,0,1,0,0,1,0,0,0,0,3,3,4,2,4,4,4,4,2,3,0,0,3,0,0,4,2,1,1,0,0,0,1,4,6,7,2,3,4,4,4,1,1,0,0,0,0,2,2,2,3,3,2,3,4,2,3,4,6,0,2,Guangdong,0,1,5,4,5,1,2
27809,549,Guangdong,1,1,6,4,1,0,0,0,1,0,0,0,0,0,0,1,2,3,3,2,3,4,4,4,3,3,1,2,3,0,0,4,2,1,1,1,1,1,1,7,5,4,4,4,5,4,4,1,1,0,1,1,0,4,2,1,2,3,1,2,4,5,4,5,9,1,1,Guangdong,1,1,5,1,6,1,4
27810,442,Jiangsu,0,0,9,1,4,0,0,0,1,0,0,1,1,0,0,0,3,2,3,2,2,3,5,5,3,4,0,0,3,1,0,4,2,1,1,1,1,1,1,4,5,6,4,5,4,4,4,1,0,0,1,1,0,1,2,2,2,2,1,2,4,4,3,3,8,0,1,Jiangsu,1,1,4,11,5,4,4
27811,449,Hebei,1,0,9,4,4,1,0,0,0,0,1,1,1,0,1,0,3,4,3,2,3,4,4,5,4,4,1,3,3,1,0,4,3,1,1,0,0,1,1,9,10,4,4,4,5,5,3,1,0,1,1,1,0,2,1,0,3,1,1,1,4,4,5,4,7,0,2,Hebei,1,2,3,4,6,1,3
27812,951,Guangdong,1,1,8,4,4,1,0,0,0,0,0,0,1,0,0,0,2,3,2,3,4,4,4,5,3,4,0,0,3,0,0,4,2,1,1,1,1,1,1,4,5,7,4,4,4,5,5,1,1,1,0,1,0,2,2,1,2,3,2,1,5,4,4,5,9,1,2,Guangdong,0,2,5,4,6,1,3
27813,417,Fujian,1,0,5,3,2,0,0,0,1,0,0,0,0,0,0,1,2,4,3,2,3,4,5,4,2,3,0,0,1,0,0,4,6,0,1,0,1,1,1,3,7,8,4,4,3,3,4,1,1,0,0,1,0,2,3,3,2,1,1,1,4,2,3,4,7,1,2,Fujian,0,2,5,4,7,1,4
27814,849,Jilin,1,0,9,3,2,1,0,0,0,1,0,0,0,0,1,0,3,3,2,2,3,3,5,5,3,4,0,0,3,1,1,4,1,1,1,0,1,0,1,7,8,5,4,4,3,5,4,1,0,0,0,1,0,2,1,1,2,2,1,2,4,2,4,4,10,1,2,Jilin,0,2,6,2,5,2,2
27815,797,Sichuan,1,0,9,4,4,1,1,0,0,0,0,0,0,1,0,0,2,4,2,1,4,4,4,4,3,3,0,0,3,0,1,4,2,1,1,0,0,0,1,9,9,9,3,4,4,5,4,1,0,0,0,1,0,2,1,0,2,2,3,1,4,3,4,4,8,0,2,Sichuan,1,2,5,4,6,1,1
27816,372,Shanxi,0,1,9,3,4,1,0,0,0,0,0,0,0,0,0,1,3,4,3,2,4,4,4,5,3,4,0,0,3,0,0,4,2,1,1,1,1,1,1,6,9,7,4,4,5,5,4,1,0,0,0,1,0,2,2,2,2,3,1,1,5,4,4,5,7,0,2,Shanxi,1,1,5,4,3,4,3
27817,1309,Guangdong,1,1,8,4,4,1,0,0,0,0,0,0,0,0,1,0,2,3,3,2,3,4,4,4,3,4,0,0,3,0,0,4,3,1,1,0,1,0,0,5,8,7,1,4,4,4,5,1,0,0,0,1,0,4,0,0,1,1,1,1,4,5,5,4,10,0,2,Guangdong,1,2,6,4,7,1,3
27818,449,Shanghai,1,0,6,2,2,0,0,0,1,0,0,0,0,0,0,1,3,2,2,2,2,3,3,4,2,3,0,0,3,0,1,4,3,1,1,1,1,1,1,3,4,6,4,4,2,4,3,1,1,1,1,0,0,2,2,1,2,2,2,2,3,3,2,2,4,0,1,Shanghai,1,2,5,2,4,4,4
27819,931,Hunan,0,0,9,4,2,1,0,0,0,0,0,1,0,0,1,0,3,4,3,3,4,4,5,5,2,4,0,0,3,1,1,4,3,1,1,1,1,1,1,3,5,10,5,4,5,4,5,1,1,0,0,1,0,2,3,2,3,3,1,2,5,5,4,5,9,1,2,Hunan,1,2,5,4,6,2,1
27820,936,Guangdong,0,1,8,2,2,0,0,0,1,0,0,1,1,0,0,0,3,3,2,2,3,4,5,4,2,3,0,0,3,0,0,4,4,1,1,1,1,1,1,8,6,7,4,4,4,5,4,1,0,1,0,1,0,2,1,0,2,2,1,0,4,5,4,4,7,0,2,Guangdong,0,1,5,4,4,4,3
27821,552,Hebei,1,1,9,3,2,1,0,0,0,0,0,0,0,1,0,0,2,3,2,4,3,4,4,5,3,4,0,0,3,1,0,4,2,1,0,1,0,1,1,1,2,4,4,4,5,4,5,1,0,0,0,1,0,2,0,0,1,2,0,0,5,4,5,5,9,1,2,Hebei,1,2,5,4,4,1,4
27822,437,Hebei,0,1,3,4,3,0,0,0,1,0,0,0,0,0,0,1,3,3,3,2,4,4,4,5,4,3,0,0,3,1,0,4,1,1,1,0,0,0,1,6,4,4,2,2,1,4,2,0,1,1,1,0,0,1,1,1,2,3,3,1,3,1,4,3,8,0,1,Hebei,1,1,5,2,6,4,3
27823,813,Shaanxi,1,0,6,3,2,0,0,0,1,0,0,0,0,0,0,1,2,2,3,2,2,2,4,4,3,3,0,0,2,0,0,4,3,1,1,0,1,0,1,3,5,7,4,4,3,5,3,1,1,0,0,1,0,3,1,0,1,2,0,1,5,4,4,3,7,1,2,Shaanxi,1,1,5,4,5,1,3
27824,725,Jilin,1,1,8,3,3,1,1,0,0,0,0,1,1,0,0,0,3,4,2,4,4,4,5,5,2,5,0,0,3,1,1,4,5,1,1,1,1,0,1,7,10,10,5,5,4,5,2,1,0,0,0,1,0,4,2,1,1,3,1,3,4,5,5,5,10,1,1,Jilin,1,1,4,1,4,1,4
27825,924,Jiangsu,0,0,9,4,4,1,1,0,0,0,0,0,0,0,0,1,2,2,2,3,4,4,4,5,3,2,0,0,3,0,0,4,3,1,1,0,0,1,1,5,8,10,4,4,4,4,5,1,0,0,0,1,0,2,0,1,1,1,2,2,5,5,4,5,6,1,2,Jiangsu,1,2,6,1,6,2,3
27826,1082,Guangxi,0,0,9,4,3,1,0,0,0,1,0,1,1,0,0,0,4,4,3,2,3,4,4,4,2,4,0,0,3,0,0,4,4,1,0,1,1,1,1,7,9,9,4,4,5,4,4,1,1,0,0,1,0,4,3,2,3,2,2,3,4,5,4,4,6,0,2,Guangxi,1,2,5,4,5,1,1
27827,917,Tianjin,1,0,9,3,2,1,0,0,0,0,0,0,0,0,0,1,3,3,2,1,4,4,4,5,3,4,0,0,3,1,0,4,1,1,1,1,1,1,1,5,5,8,5,4,5,5,4,1,0,1,1,1,0,1,1,0,3,1,2,0,4,5,4,3,7,0,2,Tianjin,1,2,5,4,6,1,2
27828,822,Shanxi,0,1,8,4,2,1,1,0,0,0,0,0,1,0,0,0,2,4,4,2,3,4,4,4,3,5,0,0,3,1,1,4,6,1,1,0,1,1,1,2,9,10,4,5,5,4,2,1,1,1,1,1,0,4,2,0,0,1,1,0,5,4,5,4,9,1,1,Shanxi,1,1,5,11,4,4,4
27829,687,Hunan,1,1,8,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,4,2,4,4,4,5,2,4,0,0,3,1,0,4,3,1,0,1,1,1,1,4,8,8,4,4,4,5,5,1,0,0,0,1,0,3,2,0,1,2,1,1,4,5,5,4,9,0,2,Hunan,1,2,5,4,6,1,3
27830,803,Guangdong,0,1,8,4,4,1,1,0,0,0,0,0,1,0,0,0,2,2,1,2,4,4,4,5,2,5,0,0,3,0,0,4,1,1,1,1,1,1,1,8,7,9,4,4,4,5,4,0,0,0,0,1,0,1,0,0,3,2,0,2,4,4,5,4,8,0,2,Guangdong,1,2,5,4,6,1,1
27831,646,Jiangsu,1,0,9,4,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,4,4,5,2,4,0,0,2,1,0,4,2,1,1,1,0,1,1,1,2,9,5,4,5,5,4,1,0,0,1,1,0,4,0,0,1,1,0,2,5,4,5,5,9,1,2,Jiangsu,1,2,5,1,7,2,4
27832,911,Henan,1,1,8,4,4,0,1,0,0,0,0,0,0,0,0,1,3,3,2,2,3,4,3,4,2,4,0,0,3,0,0,4,3,0,1,0,0,0,1,1,6,4,4,2,5,5,5,1,0,0,0,1,0,3,1,0,2,0,2,0,5,5,5,5,10,0,1,Henan,1,1,5,11,7,4,3
27833,624,Sichuan,0,0,9,2,0,0,0,0,1,0,0,0,0,0,0,1,2,2,1,4,3,4,5,5,1,4,0,0,3,0,0,4,1,1,1,1,1,1,1,1,3,4,4,4,4,5,5,1,0,0,0,1,0,4,1,1,1,0,0,1,4,5,5,4,9,1,2,Sichuan,1,1,5,4,4,1,2
27834,727,Heilongjiang,0,0,9,4,3,0,1,0,0,0,0,0,1,0,0,0,2,3,2,3,3,4,4,4,3,3,0,0,3,1,0,4,3,1,1,0,0,1,0,4,7,10,4,4,4,5,4,1,0,0,0,1,0,2,1,0,2,2,0,1,5,4,4,3,6,1,1,Heilongjiang,1,1,5,11,4,1,4
27835,748,Guangdong,1,1,8,4,4,1,1,0,0,0,0,0,1,1,0,0,4,4,3,2,4,4,4,5,3,4,0,0,3,0,0,4,4,1,1,1,1,1,1,2,4,6,4,4,4,5,4,1,0,0,0,1,0,4,1,2,3,2,2,3,4,4,5,4,9,0,1,Guangdong,1,1,5,4,5,4,2
27836,891,Inner Mongolia,1,0,6,3,2,0,0,0,1,0,0,1,1,0,0,0,3,3,4,3,2,4,4,4,3,4,0,0,3,0,0,4,2,1,1,0,0,0,0,9,10,3,2,3,2,4,3,0,1,0,1,0,0,2,1,0,0,3,3,3,2,3,3,2,6,0,1,Inner Mongolia,1,1,5,11,4,4,4
27837,442,Henan,0,1,9,3,2,0,0,0,1,0,0,0,0,0,0,1,1,3,3,3,4,4,5,5,2,4,0,0,3,1,0,4,1,1,1,0,0,1,1,2,3,9,4,5,4,4,5,1,0,0,0,1,0,3,0,0,1,3,1,2,4,5,5,5,10,0,1,Henan,1,1,5,2,4,2,2
27838,1053,Shanxi,1,1,9,4,2,1,0,0,0,0,0,0,0,0,0,1,3,3,4,2,4,4,5,4,4,5,0,0,3,0,0,4,2,1,0,1,1,1,1,7,8,9,5,4,5,4,4,1,0,0,0,1,0,2,1,0,2,3,2,2,4,5,4,5,9,1,3,Shanxi,1,2,6,1,7,2,1
27839,484,Anhui,0,1,8,3,3,1,0,0,0,0,0,0,0,0,1,0,2,3,3,2,3,4,5,4,3,4,0,0,2,1,0,4,1,1,1,0,0,1,1,1,3,6,2,5,5,4,5,1,0,0,0,1,0,3,1,0,2,1,0,0,4,4,5,5,8,1,2,Anhui,0,2,5,4,5,4,2
27840,983,Shaanxi,1,0,6,4,2,0,1,0,0,1,0,0,1,0,0,0,1,1,1,3,4,4,5,5,4,4,0,0,2,0,0,4,6,1,1,1,1,1,1,3,7,9,4,5,5,5,4,1,0,0,0,1,0,4,1,0,2,0,0,1,5,5,5,5,8,0,2,Shaanxi,1,2,4,4,3,4,3
27841,604,Jiangxi,1,0,6,1,3,0,0,0,1,0,0,1,0,0,0,1,2,2,3,3,2,4,4,4,2,3,0,0,3,0,0,4,2,1,0,1,1,1,1,4,6,7,4,4,3,4,4,1,0,0,0,1,0,3,1,1,2,2,1,1,4,5,5,4,7,0,1,Jiangxi,0,1,5,11,6,4,4
27842,725,Shaanxi,1,0,8,4,2,1,0,0,0,0,0,1,0,0,0,0,4,4,3,2,4,4,5,5,1,4,0,0,3,1,0,4,2,1,1,0,1,1,1,5,7,10,5,4,5,5,5,1,0,1,1,1,0,2,2,1,3,3,1,1,5,4,4,4,10,1,2,Shaanxi,1,2,5,1,7,1,4
27843,1201,Hebei,0,0,3,4,2,0,0,0,1,0,0,0,1,0,0,0,3,4,4,2,3,4,4,5,2,4,0,0,3,0,0,4,2,1,1,1,0,0,1,4,5,8,4,4,5,4,3,1,0,1,0,1,0,1,1,0,2,2,3,1,4,5,2,2,7,0,4,Hebei,1,2,5,1,5,1,3
27844,355,Henan,1,0,8,1,4,0,0,0,1,0,0,0,0,1,1,0,3,3,3,2,4,4,2,4,2,2,0,0,3,0,0,4,2,1,0,0,0,0,1,6,10,2,1,4,1,5,2,0,1,0,1,0,0,1,2,1,3,2,1,1,2,1,2,2,1,0,2,Henan,0,1,6,11,4,4,4
27845,703,Guizhou,1,0,8,4,2,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,4,4,5,5,3,4,0,0,3,0,0,4,5,1,1,0,1,0,1,4,7,8,5,4,5,4,4,1,0,0,0,1,0,4,1,0,1,2,2,1,4,5,5,4,10,0,2,Guizhou,1,2,5,4,7,2,1
27846,491,Anhui,0,1,9,3,3,1,0,0,0,0,0,0,1,0,1,0,2,3,4,3,4,4,4,5,3,3,0,0,2,1,0,4,3,1,1,1,1,1,1,3,7,6,4,5,4,5,4,1,0,0,0,1,0,2,1,2,1,2,1,2,4,4,5,5,10,1,2,Anhui,1,2,5,4,5,4,3
27847,456,Heilongjiang,1,0,9,4,4,1,1,0,0,1,0,0,1,0,0,0,3,3,4,3,4,4,4,5,4,4,0,0,3,1,1,4,3,1,0,0,1,1,1,2,6,8,4,4,5,5,4,1,0,0,0,1,0,2,0,1,1,1,0,0,4,5,4,5,8,0,3,Heilongjiang,1,2,6,5,7,2,2
27848,607,Zhejiang,1,0,6,4,2,0,0,0,1,0,0,0,1,0,0,0,2,3,3,3,4,4,5,4,4,3,0,0,3,1,0,4,2,1,1,0,1,0,1,3,5,4,3,2,1,5,3,0,1,1,0,1,0,2,1,0,0,3,2,2,3,3,4,3,7,0,1,Zhejiang,1,1,6,11,5,4,3
27849,1174,Heilongjiang,0,0,9,4,4,1,1,0,0,0,0,0,1,0,0,0,3,3,3,2,4,4,5,4,2,4,0,0,3,1,1,4,2,1,1,1,1,1,1,5,8,7,4,5,4,5,4,1,0,0,0,1,0,4,1,0,2,2,1,0,4,4,5,4,4,0,2,Heilongjiang,1,2,5,1,7,1,3
27850,874,Hubei,1,0,9,3,2,0,0,0,1,0,0,0,0,0,0,1,2,1,3,4,4,4,4,4,2,4,0,0,3,1,0,4,1,1,1,1,1,1,1,3,4,6,4,5,4,4,5,1,0,0,0,1,0,3,0,0,0,2,0,0,5,5,4,5,8,0,3,Hubei,1,2,4,4,6,1,3
27851,944,Shanxi,0,1,9,4,4,1,0,0,0,0,0,1,1,0,1,0,3,2,3,2,4,4,4,5,3,4,1,1,3,1,1,4,1,1,1,0,0,0,1,7,8,9,4,4,2,5,4,1,0,0,0,1,0,4,1,2,1,2,0,1,5,4,5,4,8,0,2,Shanxi,1,2,6,1,7,2,1
27852,787,Guangdong,0,0,8,4,2,1,1,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,5,5,2,4,0,0,2,0,0,4,4,1,0,1,1,1,1,3,5,7,4,4,5,4,5,1,0,1,1,1,0,4,2,1,2,2,1,1,4,5,5,4,8,0,2,Guangdong,1,2,5,4,5,4,1
27853,619,Zhejiang,1,0,8,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,4,4,4,5,2,4,0,0,3,0,0,4,2,1,0,1,1,1,1,1,4,7,4,4,5,5,4,1,0,0,1,1,0,3,1,0,1,2,0,0,5,5,5,5,10,1,2,Zhejiang,1,1,5,4,5,4,3
27854,1076,Jiangxi,0,0,8,4,2,0,1,0,0,0,0,0,0,0,0,1,2,2,3,3,3,4,4,5,1,4,0,0,3,1,0,4,1,0,0,0,0,1,1,3,7,9,4,4,4,5,4,1,0,0,0,1,0,2,1,0,2,3,1,1,4,5,5,4,7,1,4,Jiangxi,0,2,7,4,6,1,1
27855,634,Zhejiang,1,1,8,2,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,2,4,4,4,5,2,4,0,0,3,0,0,4,2,1,0,1,1,1,1,1,4,7,4,4,5,5,4,1,0,0,1,1,0,3,1,0,1,2,0,0,5,5,5,5,10,1,1,Zhejiang,1,1,4,4,5,4,3
27856,917,Shanghai,0,0,8,3,2,0,0,0,1,0,0,0,0,0,0,1,2,3,2,3,4,3,4,5,2,3,0,0,3,0,0,4,3,0,1,0,0,1,1,3,5,7,4,5,4,5,4,1,0,0,0,1,0,2,3,0,1,2,1,2,5,4,2,3,8,1,3,Shanghai,1,2,6,1,7,1,2
27857,663,Guangdong,0,0,9,3,2,0,0,0,1,0,0,0,0,1,0,0,2,2,3,2,2,4,4,5,3,4,0,0,3,0,0,4,5,1,1,1,1,1,1,10,9,8,4,3,4,5,5,1,0,1,1,1,0,2,0,0,2,2,1,2,5,4,4,3,7,0,2,Guangdong,1,1,5,1,3,4,3
27858,389,Beijing,0,0,6,3,2,0,0,0,1,0,0,1,1,0,0,0,3,2,3,3,3,4,4,3,2,3,0,0,3,0,0,4,3,1,1,0,1,1,1,7,9,5,4,3,2,4,3,1,1,1,1,1,0,2,1,2,0,1,0,1,3,3,4,3,5,0,1,Beijing,1,1,5,11,4,4,3
27859,891,Guangdong,0,0,9,4,4,1,1,0,0,0,0,0,0,0,0,1,3,3,2,3,4,4,4,5,2,4,0,0,3,0,0,4,3,1,1,1,1,1,1,6,8,9,4,5,4,4,5,1,0,0,0,1,0,3,2,0,1,3,1,2,4,5,4,5,8,1,2,Beijing,1,2,5,4,7,1,1
27860,581,Shaanxi,0,1,8,4,4,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,4,5,3,4,0,0,3,1,1,4,1,1,1,1,1,1,1,8,9,9,4,4,5,5,4,1,1,0,0,1,0,2,1,1,0,3,0,1,5,4,5,5,10,0,2,Shaanxi,1,1,5,2,5,1,3
27861,333,Jilin,1,0,3,1,4,0,0,0,1,0,0,0,1,0,0,0,2,2,2,2,4,4,4,4,2,2,0,0,3,1,0,4,3,1,1,1,1,1,1,7,4,2,3,4,3,4,2,1,1,1,1,1,0,1,2,0,0,2,1,3,2,4,1,4,9,0,1,Jilin,0,1,5,11,5,3,2
27862,595,Sichuan,1,1,6,1,3,0,0,0,1,0,0,0,0,0,0,1,2,3,3,2,3,4,4,5,3,4,0,0,3,0,0,4,4,1,1,0,1,1,1,8,7,6,4,4,2,5,4,1,1,0,0,1,0,2,0,0,0,2,1,0,5,4,5,3,8,0,1,Sichuan,1,1,5,11,6,4,3
27863,956,Shandong,1,0,3,3,2,1,0,0,0,0,0,0,1,0,0,0,3,4,3,3,4,4,3,4,3,3,0,0,2,0,0,2,4,0,1,0,0,0,1,6,8,5,2,2,3,4,2,0,1,1,0,0,0,1,1,1,1,3,1,2,4,2,2,2,7,1,2,Shandong,1,2,5,1,5,1,3
27864,570,Shanxi,1,1,6,3,3,1,0,0,0,0,0,0,0,1,1,0,3,3,4,2,4,4,4,4,2,2,0,0,2,1,0,4,2,1,1,0,0,1,1,2,3,6,4,4,2,5,2,1,1,0,1,1,0,2,2,1,3,2,2,3,4,4,2,2,6,1,2,Shanxi,0,2,5,4,5,1,2
27865,1047,Guangxi,1,1,9,4,4,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,4,5,4,3,4,0,0,3,1,0,4,3,1,0,1,1,1,1,6,7,9,4,4,4,5,5,1,0,0,0,1,0,2,1,0,1,2,2,1,5,4,5,5,8,1,3,Guangxi,0,2,5,1,6,1,2
27866,1014,Shanxi,1,1,9,4,4,1,1,0,0,0,0,0,0,0,0,1,2,2,3,2,4,4,4,5,3,4,1,2,3,1,1,3,4,1,1,1,1,1,1,5,6,8,4,4,5,4,5,1,1,1,1,1,0,4,2,2,3,2,1,1,4,4,4,4,9,1,3,Shanxi,1,2,5,2,4,1,4
27867,657,Fujian,1,1,9,4,4,1,1,0,0,0,0,0,1,0,1,0,3,3,2,3,3,4,5,5,4,4,0,0,2,0,0,4,5,1,1,1,1,1,1,1,4,7,4,4,5,4,5,1,1,1,1,1,0,3,1,0,0,2,1,1,5,5,4,5,6,0,2,Fujian,0,1,5,4,4,2,1
27868,542,Guangdong,0,1,10,3,3,1,1,0,0,0,0,0,1,0,0,0,2,3,3,2,4,4,4,4,2,5,0,0,3,1,0,4,3,1,1,1,1,1,1,5,7,4,4,4,5,5,4,1,0,0,1,1,0,2,0,1,2,1,1,2,4,4,5,4,9,1,2,Guangdong,1,2,4,4,5,5,1
27869,876,Guangdong,1,1,9,1,4,0,0,0,1,0,0,0,1,0,0,0,3,3,4,2,3,4,4,4,3,3,0,0,3,1,0,1,5,0,0,1,1,1,1,5,7,4,4,4,3,5,3,1,0,0,0,1,0,2,1,1,1,3,1,2,4,5,4,4,7,0,1,Guangdong,1,1,5,11,3,4,3
27870,472,Tianjin,0,1,7,3,2,1,0,0,0,1,0,0,0,0,0,0,2,2,3,2,4,4,4,4,3,3,0,0,3,0,0,4,1,1,1,0,0,0,1,5,6,3,2,3,3,4,2,0,1,1,1,1,0,2,0,0,2,1,2,2,4,3,3,3,8,0,2,Tianjin,1,2,5,4,3,1,4
27871,1006,Jiangxi,0,1,9,4,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,4,3,4,4,5,2,4,0,0,3,1,0,4,1,0,0,0,1,0,1,3,5,8,5,4,5,5,4,1,0,0,1,1,0,1,1,2,2,3,1,0,5,4,4,5,9,1,4,Jiangxi,1,2,5,3,5,1,1
27872,866,Guangdong,1,1,6,2,2,0,0,0,1,0,0,0,0,0,0,1,2,2,3,3,3,4,3,4,3,3,0,0,3,1,0,4,3,1,1,0,0,1,1,4,6,9,4,4,4,5,4,1,1,0,0,1,0,2,1,1,2,2,1,2,4,4,4,5,6,0,2,Guangdong,0,1,3,4,3,1,4
27873,645,Anhui,1,1,3,4,3,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,4,4,3,3,2,0,0,2,0,0,4,2,1,0,1,0,1,1,3,4,5,2,2,3,5,2,0,1,1,0,0,0,2,1,1,2,3,3,3,3,3,1,2,3,1,2,Anhui,0,2,6,2,6,1,3
27874,384,Sichuan,1,0,6,3,2,0,0,0,1,0,0,0,0,0,0,1,3,3,4,3,3,4,4,5,3,4,0,0,3,1,0,4,2,1,1,1,1,1,1,8,8,6,3,4,4,4,5,1,1,0,1,1,0,2,1,1,3,3,2,2,4,5,5,3,6,0,1,Sichuan,1,1,5,11,6,4,1
27875,631,Shaanxi,1,1,9,4,4,1,1,0,0,0,0,0,1,0,0,0,2,2,2,3,3,4,4,5,2,4,0,0,3,1,0,4,4,1,1,0,1,1,1,4,7,10,4,4,5,4,5,1,0,0,1,1,0,3,1,2,2,1,1,0,4,4,4,5,8,1,2,Shaanxi,0,2,6,1,6,2,3
27876,595,Shandong,1,0,8,4,3,1,0,0,0,0,0,0,0,0,1,0,1,2,1,1,4,4,4,5,3,5,0,0,3,0,0,4,3,1,1,1,1,1,1,8,8,3,4,5,5,4,5,1,0,0,0,1,0,3,0,0,1,1,1,2,5,5,5,5,9,1,1,Shandong,1,2,5,1,5,1,3
27877,451,Zhejiang,0,1,6,4,2,0,0,0,1,0,0,1,1,0,0,0,3,3,2,2,3,4,4,5,2,4,0,0,2,0,0,4,2,1,1,0,0,1,1,5,9,4,4,4,3,5,4,1,0,1,1,1,0,2,0,0,1,1,1,1,5,4,4,5,9,0,1,Zhejiang,1,1,6,4,7,2,4
27878,708,Liaoning,0,1,9,3,3,1,0,0,0,0,0,0,0,0,0,1,3,4,3,2,4,4,5,4,3,4,0,0,3,1,0,4,1,1,1,1,1,1,1,3,7,9,4,4,5,5,4,1,0,1,1,1,0,2,2,1,1,3,1,2,5,5,4,5,8,1,2,Liaoning,1,2,5,7,6,4,4
27879,623,Yunnan,0,1,8,4,4,1,1,0,0,1,0,1,1,0,0,0,3,4,3,2,4,4,3,4,3,4,0,0,3,0,0,4,4,1,1,1,0,1,0,5,7,8,4,4,5,4,4,1,1,0,0,0,0,2,2,2,3,2,2,3,4,4,5,4,9,1,2,Yunnan,1,2,5,4,5,4,1
27880,542,Zhejiang,0,1,8,4,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,5,5,4,4,0,0,3,0,0,4,1,1,1,0,0,0,1,4,6,3,2,2,2,4,2,0,1,1,0,0,0,2,2,0,2,1,1,1,4,2,2,2,7,1,2,Zhejiang,1,2,5,4,6,1,2
27881,741,Zhejiang,0,1,8,4,4,1,1,0,0,1,0,1,1,0,0,0,2,2,3,2,4,4,4,5,4,4,0,0,3,1,0,4,4,1,1,1,1,1,1,7,9,9,5,5,5,5,4,1,0,0,0,1,0,3,0,0,0,0,0,0,5,5,5,5,9,1,2,Zhejiang,1,2,3,4,5,1,4
27882,354,Chongqing,0,1,5,2,1,0,0,0,1,0,0,0,0,0,0,1,3,3,3,3,3,4,4,4,2,4,0,0,3,0,0,4,3,1,1,0,0,1,1,3,6,8,4,3,3,4,4,1,0,0,0,1,0,2,1,0,1,1,1,0,5,4,4,3,8,1,1,Chongqing,0,1,5,1,5,4,3
27883,488,Fujian,1,1,9,1,2,0,0,0,1,0,0,1,0,0,1,0,3,3,3,2,2,4,4,5,2,4,0,0,3,1,0,4,4,0,0,0,0,1,1,1,8,10,4,4,4,5,2,1,0,0,0,1,0,2,0,1,2,3,0,1,4,4,4,4,8,0,1,Fujian,0,1,5,1,6,4,3
27884,906,Zhejiang,0,1,9,4,4,1,1,0,0,0,0,1,1,0,0,0,2,3,3,2,3,4,4,5,3,4,0,0,3,0,0,4,3,1,1,1,1,1,1,5,6,10,5,4,5,5,5,1,1,1,1,1,0,2,1,1,2,3,1,2,5,4,4,4,10,1,3,Zhejiang,0,2,5,4,5,4,1
27885,565,Guangdong,1,1,8,4,4,1,0,0,0,0,0,0,0,0,0,1,2,2,2,3,2,3,5,4,3,4,0,0,3,0,0,4,5,1,1,1,1,1,1,4,3,6,4,4,4,5,4,1,0,0,1,1,0,2,0,0,1,2,0,2,4,5,4,4,9,0,3,Guangdong,1,2,6,4,7,1,3
27886,866,Guangdong,0,0,9,4,4,0,0,0,1,1,0,0,1,1,0,0,3,3,2,2,3,4,5,4,3,4,0,0,3,1,1,4,3,1,1,1,1,1,1,0,5,10,5,4,5,4,5,1,0,0,1,1,0,4,0,0,0,0,1,1,5,4,5,5,9,0,1,Guangdong,0,1,5,4,7,4,4
27887,673,Guangdong,0,0,8,4,4,1,1,0,0,0,0,1,1,0,0,0,2,3,2,3,4,4,4,5,2,3,0,0,3,0,0,4,1,1,1,1,1,1,1,9,7,8,4,5,5,4,5,1,0,0,0,1,0,2,1,2,2,3,2,3,4,5,4,4,8,1,3,Guangdong,0,2,5,4,6,1,1
27888,920,Jiangsu,1,1,3,4,2,0,0,0,1,1,0,0,0,1,0,0,3,4,3,2,4,4,4,5,3,4,0,0,3,1,0,4,3,1,0,1,1,0,1,7,5,8,4,4,5,5,4,1,0,0,0,1,0,2,1,0,1,2,1,1,4,4,5,4,8,0,3,Jiangsu,1,2,5,1,6,1,3
27889,710,Hunan,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,3,4,4,4,5,4,3,0,0,3,1,1,4,2,1,1,0,1,0,1,5,6,6,2,3,4,5,4,1,0,0,0,1,0,3,1,0,0,2,2,3,4,4,3,4,10,1,2,Beijing,1,1,7,11,6,2,2
